Spalte1;Column1;Column12;Column2;Column3;Column4;Column5;lat;lng;Web-URL;WZ;Umsatz normiert;Finanzierungsgeschäft;Provision;Zahlungsverkehr;Ertragspotenzial;Ansprechpartner;E-Mail;Bonität;Straße
284;68101;68000;CIMAG-COLONIA Immobilien Aktiengesellschaft;51067;Köln;7.456 T€ (2005);50,96445847;7,040765762;http://www.genios.de;Bau- und Ausbaugewerbe; 7.456.000   ; 85   ; 33   ; 25   ; 143   ;Kjell Vogel;Kjell.Vogel@genios.de;2A;BurgwiesenStraße 60
285;41201;41000;F.C. Trapp Baugesellschaft Köln mbH;50996;Köln;7.462 T€ (2005);50,8836441;6,986876011;https://www.northdata.de;Bau- und Ausbaugewerbe; 7.462.000   ; 91   ; 21   ; 37   ; 149   ;Linda Friedrich;Linda.Friedrich@northdata.de;1A;Schillingsrotter Straße 100
286;46750;46000;DIMED Lackrohstoffe Gesellschaft mit beschränkter Haftung;50968;Köln;7.462 T€ (2007);50,90354538;6,9685812;https://wesseling.frag-christel.de;Großhandel; 7.462.000   ; 63   ; 32   ; 44   ; 139   ;Ruth Keller;Ruth.Keller@wesseling.frag-christel.de;3E;Bayenthalgürtel 39A
287;87300;87000;St. Brigida Seniorenzentrum GmbH;50829;Köln;7.488 T€ (2015);50,97174835;6,860268116;https://www.haus-brigida.de;Bau- und Ausbaugewerbe; 7.488.000   ; 55   ; 34   ; 49   ; 138   ;Eva Günther;Eva.Guenther@haus-brigida.de;2E;Freimersdorfer Weg 6
288;46462;46000;H. Faust GmbH;50829;Köln;7.500 T€ (2012);50,97174835;6,860268116;http://www.chemie.de;Großhandel; 7.500.000   ; 62   ; 33   ; 42   ; 137   ;Christina Frank;Christina.Frank@chemie.de;2E;Freimersdorfer Weg 6
289;46734;46000;BVR Betonvertrieb Rheinland GmbH;51147;Köln;7.500 T€ (2013);50,87181473;7,126286983;https://koeln.stadtbranchenbuch.com;Großhandel; 7.500.000   ; 56   ; 31   ; 62   ; 149   ;Lennja Berger;Lennja.Berger@koeln.stadtbranchenbuch.com;2C;Heinrich-Steinmann-Straße
290;96090;96000;inteligy GmbH;50969;Köln;7.500 T€ (2015);50,90608597;6,937514782;https://www.inteligy.de;Dienstleistung; 7.500.000   ; 68   ; 23   ; 53   ; 144   ;Rory Winkler;Rory.Winkler@inteligy.de;2A;Zollstockgürtel 47
291;43210;43000;Cichon & Stolberg Elektroanlagenbau GmbH;50996;Köln;7.500 T€ (2016);50,8836441;6,986876011;https://cryptin.de;Bau- und Ausbaugewerbe; 7.500.000   ; 55   ; 35   ; 48   ; 138   ;Elias Roth;Elias.Roth@cryptin.de;1D;Schillingsrotter Straße 100
292;70220;70000;pso vertriebsprogramme GmbH;50672;Köln;7.500 T€ (2016);50,94238663;6,934085846;http://www.pso-vertriebsprogramme.de;Dienstleistung; 7.500.000   ; 75   ; 36   ; 39   ; 150   ;Andrea Beck;Andrea.Beck@pso-vertriebsprogramme.de;1E;Venloer Straße 41
293;32503;32000;Dr. Jean Bausch GmbH & Co. KG;50769;Köln;7.500 T€ (2017);51,04626083;6,850763798;http://www.bauschdental.com;Industrie/ Handwerk; 7.500.000   ; 92   ; 34   ; 23   ; 149   ;Svea Lorenz;Svea.Lorenz@bauschdental.com;3A;BaptistStraße 44
294;64991;64000;Siedlungsgesellschaft Am Bilderstöckchen Ges. mit beschränkter Haftung;50668;Köln;7.502 T€ (2015);50,97409;6,92741;https://www.sg-bilderstoeckchen.de;Dienstleistung; 7.502.000   ; 79   ; 38   ; 24   ; 141   ;Sören Baumann;Soeren.Baumann@sg-bilderstoeckchen.de;3E;Am Bilderstöckchen 51
295;46721;46000;Heitmann Metallhandel GmbH;50735;Köln;7.518 T€ (2016);50,99375534;6,95991993;http://www.heitmann-stahl.de;Großhandel; 7.518.000   ; 76   ; 35   ; 36   ; 147   ;Lasse Franke;Lasse.Franke@heitmann-stahl.de;2A;Auf der Seekante 12
296;86909;86000;Vereinigung der Vinzentinerinnen GmbH;50733;Köln;7.524 T€ (2015);50,96466064;6,951303959;https://www.vinzentinerinnen.de;Dienstleistung; 7.524.000   ; 69   ; 24   ; 47   ; 140   ;Emma Albrecht;Emma.Albrecht@vinzentinerinnen.de;3E;TurmStraße 8
297;68320;68000;"AXA Colonia Immobilien Beteiligungs-GmbH & Co. KG ""Merkens neunzehn""";50858;Köln;7.556 T€ (2015);50,92154694;6,857530117;https://www.northdata.de;Bau- und Ausbaugewerbe; 7.556.000   ; 67   ; 25   ; 59   ; 151   ;Fynn Schuster;Fynn.Schuster@northdata.de;1E;
298;68100;68000;Yoo Berlin GmbH & Co. KG;50678;Köln;7.558 T€ (2015);50,92593384;6,961803913;http://www.yooberlin.com;Bau- und Ausbaugewerbe; 7.558.000   ; 86   ; 34   ; 24   ; 144   ;Carolin Simon;Carolin.Simon@yooberlin.com;1A;BiberStraße 14
299;96090;96000;vertical vision GmbH & Co. Kommanditgesellschaft;51063;Köln;7.569 T€ (2015);50,9667511;7,014326096;http://www.verticalvision.com;Dienstleistung; 7.569.000   ; 74   ; 28   ; 49   ; 151   ;Oliver Ludwig;Oliver.Ludwig@verticalvision.com;3E;SchanzenStraße 14
